specimen_id,source_crs,longitude,latitude,mada_geom_point,sampled_layers,nodata_layers,is_categorical_encoded,env_71_alt_Altitude (meters),env_72_slo_Slope (degrees),env_73_asp_Aspect; clockwise from North (degrees),"env_74_solrad_Solar radiation; computed from altitude, slope and aspect (Wh.m-2.day-1)","env_75_geo_Rock types (categ_vals: 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)","env_76_soi_Soil types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)","env_77_veg_Vegetation types (categ_vals: 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 22, 23, 25)","env_78_wat_Watersheds (categ_vals: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",env_79_forcov_Percentage of forest cover in 1 km by 1 km grid cells (%)
tsirananae_1014,4326,49.35805,-12.35083,POINT (974209.3759546173 8630788.703325663),9,0,False,160.0,11.0,284.0,7929.0,6.0,20.0,5,1.0,55.0
dubardii_1018,4326,44.749167,-16.958611,POINT (473294.59883002134 8125006.562071315),9,0,False,199.0,5.0,141.0,7620.0,9.0,18.0,5,8.0,71.0
pervilleana_1020,4326,49.36583,-12.37888,POINT (975006.5888685924 8627664.81945074),9,0,False,277.0,11.0,175.0,7910.0,6.0,20.0,7,1.0,33.0
heimii_1022,4326,49.35305,-12.37361,POINT (973623.1924143073 8628271.887355782),9,0,False,250.0,14.0,331.0,8092.0,6.0,20.0,5,1.0,47.0
pervilleana_1023,4326,49.36583,-12.37888,POINT (975006.5888685924 8627664.81945074),9,0,False,277.0,11.0,175.0,7910.0,6.0,20.0,7,1.0,33.0
heimii_1025,4326,49.45611,-12.58472,POINT (984462.6304257289 8604676.940310588),9,0,False,251.0,3.0,268.0,7940.0,6.0,17.0,6,1.0,21.0
humbertii_1031,4326,43.625806,-23.250722,POINT (359422.60418981465 7428059.369993826),9,1,False,6.0,1.0,341.0,7370.0,,3.0,6,6.0,9.0
perrieri_1035,4326,46.673333,-24.798889,POINT (669145.0586935519 7256284.505210571),9,0,False,177.0,11.0,154.0,6728.0,10.0,6.0,12,6.0,82.0
abbayesii_1042,4326,47.166111,-24.796389,POINT (718974.5237810896 7255860.966205925),9,0,False,0.0,0.0,246.0,7250.0,2.0,21.0,6,5.0,18.0
resinosa_1046,4326,47.683333,-23.183333,POINT (774689.0495582593 7433651.614332899),9,0,False,12.0,2.0,276.0,7297.0,9.0,19.0,16,4.0,0.0
tsirananae_1047,4326,49.21111,-12.17833,POINT (958492.770916003 8650167.71906347),9,0,False,82.0,13.0,272.0,7765.0,6.0,23.0,5,12.0,17.0
humbertii_1049,4326,46.981111,-24.884722,POINT (700125.395282866 7246360.4464457035),9,0,False,308.0,23.0,156.0,5548.0,10.0,9.0,14,5.0,90.0
heimii_1050,4326,49.45611,-12.58472,POINT (984462.6304257289 8604676.940310588),9,0,False,251.0,3.0,268.0,7940.0,6.0,17.0,6,1.0,21.0
pervilleana_1053,4326,49.36583,-12.37888,POINT (975006.5888685924 8627664.81945074),9,0,False,277.0,11.0,175.0,7910.0,6.0,20.0,7,1.0,33.0
resinosa_1056,4326,47.753611,-23.089722,POINT (782083.1109208111 7443888.286225902),9,1,False,4.0,1.0,296.0,7386.0,2.0,,16,4.0,46.0
abbayesii_1062,4326,47.136111,-24.842778,POINT (715860.4092442521 7250769.964015225),9,1,False,5.0,3.0,311.0,7362.0,,21.0,7,5.0,18.0
resinosa_1063,4326,47.733333,-23.166667,POINT (779844.8451066222 7435402.666992562),9,0,False,13.0,3.0,324.0,7458.0,9.0,21.0,4,4.0,51.0
millotii_1065,4326,49.98194,-15.62083,POINT (1034599.2158839884 8266735.733773035),9,0,False,306.0,16.0,329.0,8089.0,10.0,11.0,14,2.0,97.0
bertrandii_1068,4326,46.674722,-25.122222,POINT (668843.6342847437 7220470.852634992),9,0,False,110.0,15.0,119.0,6517.0,10.0,15.0,7,5.0,88.0
perrieri_1073,4326,46.109722,-24.310833,POINT (612602.9442835674 7310910.256040464),9,0,False,427.0,13.0,161.0,6633.0,9.0,22.0,7,6.0,0.0
perrieri_1075,4326,46.15777,-24.33638,POINT (617455.2353885227 7308041.618179116),9,0,False,233.0,2.0,235.0,7307.0,9.0,6.0,12,6.0,99.0
perrieri_1079,4326,45.365556,-21.188611,POINT (537944.0601335384 7656934.283102252),9,0,False,686.0,16.0,212.0,6663.0,6.0,22.0,22,18.0,8.0
dubardii_1084,4326,49.133333,-12.566667,POINT (949344.4955407982 8607253.191135047),9,0,False,1129.0,7.0,267.0,8105.0,9.0,18.0,14,12.0,100.0
perrieri_1091,4326,44.263056,-22.845833,POINT (424389.89161773876 7473357.517090762),9,0,False,511.0,20.0,64.0,7633.0,9.0,18.0,7,6.0,19.0
abbayesii_1093,4326,46.45,-24.36666,POINT (647070.6204618097 7304410.220689219),9,0,False,408.0,1.0,307.0,7430.0,10.0,6.0,7,6.0,0.0
resinosa_1094,4326,48.554167,-20.3725,POINT (871083.6199276892 7743286.659036701),9,0,False,5.0,1.0,2.0,7543.0,6.0,19.0,16,3.0,1.0
perrieri_1095,4326,44.156111,-22.718056,POINT (413336.17977458896 7487444.3116107825),9,0,False,1026.0,4.0,147.0,7417.0,9.0,18.0,9,6.0,51.0
perrieri_1096,4326,46.145833,-24.303611,POINT (616274.0138389035 7311680.2718815375),9,0,False,372.0,12.0,271.0,7183.0,9.0,22.0,12,6.0,99.0
resinosa_1105,4326,47.701944,-23.175278,POINT (776611.7866381853 7434508.718005167),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
perrieri_1123,4326,44.145556,-22.707778,POINT (412245.6174909298 7488575.926597946),9,0,False,906.0,10.0,264.0,7553.0,9.0,18.0,22,6.0,100.0
perrieri_1130,4326,44.288056,-22.820833,POINT (426941.62881102914 7476137.694961881),9,0,False,529.0,13.0,345.0,7973.0,7.0,18.0,6,6.0,18.0
dubardii_1132,4326,44.749167,-16.958611,POINT (473294.59883002134 8125006.562071315),9,0,False,199.0,5.0,141.0,7620.0,9.0,18.0,5,8.0,71.0
dubardii_1138,4326,49.174722,-12.482778,POINT (953998.425574085 8616481.108686537),9,0,False,735.0,17.0,84.0,7848.0,9.0,8.0,14,12.0,100.0
perrieri_1140,4326,44.287778,-22.820556,POINT (426912.9520842602 7476168.222233592),9,0,False,529.0,13.0,345.0,7973.0,7.0,18.0,6,6.0,18.0
dubardii_1142,4326,49.1725,-12.487778,POINT (953747.6522378414 8615930.676070265),9,0,False,751.0,14.0,262.0,7917.0,9.0,8.0,14,12.0,100.0
dubardii_1143,4326,49.218333,-12.578889,POINT (958578.37993952 8605751.270235546),9,0,False,865.0,8.0,199.0,7779.0,9.0,8.0,14,1.0,68.0
pervilleana_1149,4326,44.561389,-18.117778,POINT (453598.0444822846 7996728.646278196),9,0,False,346.0,4.0,25.0,7781.0,7.0,6.0,5,8.0,91.0
perrieri_1150,4326,44.561944,-18.111389,POINT (453655.0801252412 7997435.6652677115),9,0,False,272.0,9.0,170.0,7307.0,7.0,6.0,5,8.0,68.0
abbayesii_1172,4326,47.136667,-24.835833,POINT (715928.6693715989 7251538.425058084),9,0,False,5.0,3.0,120.0,7187.0,2.0,21.0,7,5.0,7.0
tsirananae_1173,4326,49.35305,-12.37361,POINT (973623.1924143073 8628271.887355782),9,0,False,250.0,14.0,331.0,8092.0,6.0,20.0,5,1.0,47.0
millotii_1178,4326,49.861111,-14.401111,POINT (1024587.2632736877 8402367.690688357),9,0,False,410.0,24.0,157.0,6554.0,10.0,9.0,14,14.0,100.0
resinosa_1180,4326,47.700278,-23.178611,POINT (776434.2876125993 7434142.631072203),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
tsirananae_1183,4326,49.218611,-12.165556,POINT (959332.8350570735 8651571.060893547),9,0,False,91.0,4.0,239.0,7837.0,6.0,23.0,6,12.0,4.0
millotii_1184,4326,48.2925,-18.86611,POINT (846963.5556543547 7910760.968677763),9,0,False,1023.0,7.0,179.0,7592.0,10.0,9.0,14,2.0,60.0
tsirananae_1210,4326,49.35805,-12.35083,POINT (974209.3759546173 8630788.703325663),9,0,False,160.0,11.0,284.0,7929.0,6.0,20.0,5,1.0,55.0
dubardii_1211,4326,44.732222,-16.931667,POINT (471486.44712923677 8127984.871431336),9,0,False,98.0,4.0,52.0,7811.0,9.0,18.0,5,8.0,49.0
heimii_1219,4326,49.35305,-12.37361,POINT (973623.1924143073 8628271.887355782),9,0,False,250.0,14.0,331.0,8092.0,6.0,20.0,5,1.0,47.0
dubardii_1221,4326,49.10972,-12.90888,POINT (946172.4869802331 8569361.573989293),9,0,False,136.0,5.0,287.0,7919.0,7.0,22.0,5,13.0,44.0
humbertii_1222,4326,43.714444,-23.002222,POINT (368248.68293934595 7455656.6169750225),9,0,False,135.0,1.0,184.0,7371.0,5.0,15.0,7,6.0,30.0
millotii_1229,4326,48.31888,-18.86944,POINT (849739.0276151416 7910340.056757211),9,0,False,1009.0,4.0,276.0,7805.0,11.0,7.0,14,2.0,66.0
resinosa_1237,4326,48.482222,-20.801944,POINT (862546.49456094 7695855.550765952),9,1,False,4.0,1.0,241.0,7521.0,,21.0,16,3.0,73.0
resinosa_1238,4326,47.724167,-23.170278,POINT (778898.4273240004 7435020.213109655),9,0,False,46.0,8.0,263.0,7236.0,9.0,21.0,16,4.0,0.0
resinosa_1239,4326,48.605833,-20.359444,POINT (876515.097472524 7744616.072313964),9,0,False,8.0,3.0,292.0,7574.0,1.0,21.0,16,3.0,32.0
resinosa_1243,4326,49.256667,-18.565556,POINT (949495.5412336814 7941918.554668624),9,1,False,8.0,3.0,115.0,7582.0,2.0,,16,2.0,34.0
resinosa_1245,4326,49.23388,-18.595,POINT (947008.7347414009 7938710.59530902),9,0,False,14.0,1.0,234.0,7606.0,2.0,21.0,15,2.0,24.0
resinosa_1247,4326,49.70611,-16.76055,POINT (1002039.2629539109 8140978.508391662),9,0,False,13.0,1.0,213.0,7688.0,1.0,21.0,16,2.0,59.0
resinosa_1248,4326,49.70972,-16.76111,POINT (1002423.623921355 8140907.22037609),9,0,False,13.0,1.0,213.0,7688.0,1.0,21.0,16,2.0,59.0
millotii_1274,4326,49.786667,-16.4525,POINT (1011467.5626294343 8174949.434287034),9,0,False,291.0,4.0,62.0,7830.0,10.0,11.0,14,2.0,96.0
resinosa_1275,4326,49.405833,-17.688889,POINT (967602.4266189564 8038763.60339047),9,0,False,60.0,5.0,158.0,7521.0,10.0,10.0,16,2.0,3.0
millotii_1279,4326,49.198056,-18.036111,POINT (944650.4678264419 8000769.263014873),9,0,False,254.0,13.0,125.0,7332.0,10.0,11.0,4,2.0,0.0
millotii_1290,4326,48.556111,-19.158611,POINT (874113.995799795 7877808.812782688),9,0,False,640.0,18.0,106.0,7313.0,10.0,11.0,14,2.0,37.0
resinosa_1293,4326,49.678333,-16.765833,POINT (999056.6788974418 8140462.722277711),9,0,False,19.0,1.0,111.0,7712.0,1.0,19.0,16,2.0,99.0
heimii_1294,4326,49.583333,-12.970278,POINT (997562.5370361647 8561677.38843384),9,0,False,95.0,9.0,201.0,7586.0,10.0,10.0,6,1.0,6.0
perrieri_1298,4326,46.109722,-24.310833,POINT (612602.9442835674 7310910.256040464),9,0,False,427.0,13.0,161.0,6633.0,9.0,22.0,7,6.0,0.0
perrieri_1299,4326,46.145833,-24.303611,POINT (616274.0138389035 7311680.2718815375),9,0,False,372.0,12.0,271.0,7183.0,9.0,22.0,12,6.0,99.0
perrieri_1300,4326,45.365556,-21.188611,POINT (537944.0601335384 7656934.283102252),9,0,False,686.0,16.0,212.0,6663.0,6.0,22.0,22,18.0,8.0
millotii_1301,4326,49.786667,-16.4525,POINT (1011467.5626294343 8174949.434287034),9,0,False,291.0,4.0,62.0,7830.0,10.0,11.0,14,2.0,96.0
humbertii_1303,4326,43.625806,-23.250722,POINT (359422.60418981465 7428059.369993826),9,1,False,6.0,1.0,341.0,7370.0,,3.0,6,6.0,9.0
perrieri_1307,4326,45.989986,-17.052635,POINT (605352.2245996634 8114355.277964734),9,0,False,130.0,2.0,42.0,7790.0,7.0,20.0,1,8.0,15.0
perrieri_1311,4326,45.985053,-17.067958,POINT (604818.6700343543 8112662.606182978),9,0,False,175.0,7.0,31.0,7933.0,7.0,20.0,7,8.0,52.0
dubardii_1316,4326,49.16667,-12.95,POINT (952290.7947331636 8564703.283373158),9,0,False,170.0,4.0,340.0,7887.0,7.0,6.0,5,13.0,2.0
dubardii_1317,4326,49.16667,-12.95,POINT (952290.7947331636 8564703.283373158),9,0,False,170.0,4.0,340.0,7887.0,7.0,6.0,5,13.0,2.0
tsirananae_1321,4326,49.371244,-12.226533,POINT (975871.8191408159 8644546.725111166),9,6,False,,,,,2.0,,25,1.0,
heimii_1322,4326,49.263119,-12.279828,POINT (963987.2160799548 8638826.905155072),9,8,False,,,,,,,25,,
tsirananae_1328,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
resinosa_1338,4326,49.681278,-16.867389,POINT (999104.5170429867 8129189.366791048),9,0,False,9.0,1.0,121.0,7701.0,1.0,21.0,16,2.0,0.0
perrieri_1349,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
heimii_1372,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
dubardii_1383,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
arenesiana_1389,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
resinosa_1434,4326,48.605833,-20.359444,POINT (876515.097472524 7744616.072313964),9,0,False,8.0,3.0,292.0,7574.0,1.0,21.0,16,3.0,32.0
resinosa_1435,4326,47.727056,-23.013667,POINT (779518.5001933372 7452365.359357076),9,0,False,45.0,7.0,123.0,7141.0,10.0,7.0,14,4.0,90.0
resinosa_1442,4326,48.482222,-20.801944,POINT (862546.49456094 7695855.550765952),9,1,False,4.0,1.0,241.0,7521.0,,21.0,16,3.0,73.0
resinosa_1443,4326,49.234,-18.595139,POINT (947021.0588626126 7938694.882673698),9,0,False,14.0,1.0,234.0,7606.0,2.0,21.0,15,2.0,24.0
millotii_1445,4326,47.867861,-21.377889,POINT (797388.5523752098 7633314.85921484),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
millotii_1447,4326,47.867861,-21.377889,POINT (797388.5523752098 7633314.85921484),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
millotii_1448,4326,47.867861,-21.377889,POINT (797388.5523752098 7633314.85921484),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
millotii_1449,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_1450,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_1451,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
millotii_1452,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
resinosa_1460,4326,48.554167,-20.3725,POINT (871083.6199276892 7743286.659036701),9,0,False,5.0,1.0,2.0,7543.0,6.0,19.0,16,3.0,1.0
humbertii_1478,4326,44.681028,-22.878083,POINT (467281.86004469974 7469940.902690305),9,0,False,822.0,3.0,228.0,7435.0,6.0,16.0,22,6.0,100.0
perrieri_1479,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
resinosa_1484,4326,49.706111,-16.760556,POINT (1002039.3540316921 8140977.840236956),9,0,False,13.0,1.0,213.0,7688.0,1.0,21.0,16,2.0,59.0
humbertii_1487,4326,44.681028,-22.878083,POINT (467281.86004469974 7469940.902690305),9,0,False,822.0,3.0,228.0,7435.0,6.0,16.0,22,6.0,100.0
bertrandii_1551,4326,47.87025,-21.377056,POINT (797638.1241648034 7633402.610794082),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
abbayesii_1562,4326,47.867861,-21.377889,POINT (797388.5523752098 7633314.85921484),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
abbayesii_1570,4326,47.863972,-21.382389,POINT (796975.9344399704 7632823.713043112),9,0,False,201.0,15.0,48.0,7777.0,10.0,11.0,16,3.0,0.0
perrieri_1573,4326,45.989,-17.06269,POINT (605241.6544511776 8113243.330755414),9,0,False,169.0,5.0,223.0,7472.0,7.0,20.0,5,8.0,21.0
heimii_1585,4326,49.347115,-12.210881,POINT (973268.3172334379 8646324.57726909),9,8,False,,,,,,,25,,
tsirananae_1586,4326,49.251716,-12.382886,POINT (962562.6489019138 8627421.601399792),9,0,False,83.0,4.0,290.0,7884.0,9.0,8.0,7,1.0,9.0
tsirananae_1590,4326,49.266346,-12.314212,POINT (964278.4639289188 8635009.46026732),9,0,False,51.0,1.0,132.0,7898.0,1.0,4.0,6,1.0,0.0
tsirananae_1591,4326,49.355849,-12.251702,POINT (974147.8238659615 8641783.286370104),9,0,False,79.0,2.0,108.0,7900.0,7.0,16.0,6,1.0,0.0
heimii_1592,4326,49.303872,-12.318289,POINT (968361.9252714938 8634492.083777336),9,0,False,71.0,6.0,85.0,7863.0,7.0,4.0,6,1.0,0.0
tsirananae_1593,4326,49.281018,-12.403209,POINT (965719.7549195476 8625117.42829332),9,0,False,184.0,3.0,313.0,7969.0,9.0,8.0,7,1.0,3.0
heimii_1594,4326,49.226443,-12.281807,POINT (959985.3753017825 8638670.640734412),9,8,False,,,,,,,25,,
tsirananae_1595,4326,49.297935,-12.30587,POINT (967736.7949204224 8635879.310895983),9,0,False,66.0,1.0,290.0,7918.0,9.0,4.0,13,1.0,0.0
tsirananae_1597,4326,49.219958,-12.50737,POINT (958882.377205497 8613676.766727574),9,0,False,731.0,6.0,189.0,8019.0,9.0,8.0,7,1.0,47.0
resinosa_1600,4326,49.405833,-17.688889,POINT (967602.4266189564 8038763.60339047),9,0,False,60.0,5.0,158.0,7521.0,10.0,10.0,16,2.0,3.0
perrieri_1601,4326,47.781762,-14.79531,POINT (799445.7802546229 8362456.057627623),9,0,False,185.0,4.0,54.0,7925.0,6.0,16.0,2,9.0,43.0
dubardii_1606,4326,49.13,-12.57,POINT (948975.7790334914 8606889.449001227),9,0,False,1034.0,10.0,280.0,8078.0,9.0,18.0,14,12.0,100.0
humbertii_1610,4326,44.68,-22.83,POINT (467164.8675717368 7475263.408898808),9,0,False,680.0,2.0,288.0,7571.0,6.0,16.0,22,6.0,100.0
humbertii_1613,4326,44.68,-22.88,POINT (467176.87430427194 7469728.463659207),9,0,False,822.0,3.0,228.0,7435.0,6.0,16.0,22,6.0,100.0
resinosa_1615,4326,47.77,-23.04,POINT (783867.3495643341 7449365.253219774),9,0,False,2.0,1.0,213.0,7336.0,9.0,21.0,7,4.0,1.0
pervilleana_1617,4326,44.516667,-18.061111,POINT (448850.262265863 8002986.464598102),9,0,False,243.0,4.0,231.0,7572.0,7.0,16.0,5,8.0,42.0
perrieri_1620,4326,44.516667,-18.027778,POINT (448840.6253517031 8006674.421943056),9,0,False,340.0,15.0,56.0,7835.0,7.0,6.0,5,8.0,100.0
tsirananae_1623,4326,49.340235,-12.302029,POINT (972355.1505723498 8636230.935855007),9,6,False,,,,,7.0,4.0,25,,
tsirananae_1624,4326,49.322727,-12.338667,POINT (970380.8853054564 8632199.716197923),9,0,False,40.0,5.0,295.0,7956.0,7.0,23.0,6,1.0,0.0
heimii_1625,4326,49.3425,-12.396327,POINT (972432.2872414208 8625771.941739332),9,0,False,141.0,7.0,246.0,7788.0,7.0,20.0,7,1.0,4.0
heimii_1626,4326,49.2757,-12.398991,POINT (965147.7496670873 8625594.36152296),9,0,False,184.0,3.0,313.0,7969.0,9.0,8.0,7,1.0,3.0
millotii_1628,4326,47.9425,-21.406944,POINT (805073.0091272548 7629952.707314572),9,0,False,465.0,28.0,157.0,6070.0,10.0,11.0,4,3.0,47.0
millotii_1629,4326,47.941111,-21.402778,POINT (804937.5607366718 7630416.943896845),9,0,False,211.0,18.0,347.0,8061.0,10.0,11.0,16,3.0,18.0
resinosa_1632,4326,47.699444,-23.175556,POINT (776355.1456912265 7434482.672752829),9,0,False,12.0,0.0,174.0,7360.0,9.0,12.0,15,4.0,7.0
resinosa_1685,4326,48.60583,-20.35944,POINT (876514.7936214907 7744616.5225164965),9,0,False,8.0,3.0,292.0,7574.0,1.0,21.0,16,3.0,32.0
dubardii_1722,4326,47.8675,-21.375833,POINT (797355.2531098193 7633543.307278467),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
pervilleana_1728,4326,47.8675,-21.376389,POINT (797354.1285826379 7633481.713490407),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
perrieri_1735,4326,47.867222,-21.376389,POINT (797325.2827298145 7633482.240114497),9,0,False,92.0,13.0,173.0,6717.0,10.0,11.0,16,3.0,16.0
